"","orign_text","本土数据","报告日期","确诊病例总数","输入病例","本土病例总数","上海","广东","海南","浙江","福建"
"1","4月12日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例1513例。其中境外输入病例13例（广西5例，广东4例，上海1例，江苏1例，福建1例，四川1例），含6例由无症状感染者转为确诊病例（广西3例，福建1例，广东1例，四川1例）；本土病例1500例（上海1189例，吉林233例，广东22例，海南14例，浙江12例，福建7例，江苏4例，山东3例，河南3例，黑龙江2例，湖南2例，陕西2例，天津1例，河北1例，辽宁1例，安徽1例，江西1例，湖北1例，云南1例），含152例由无症状感染者转为确诊病例（吉林97例，上海23例，海南13例，广东9例，浙江6例，福建2例，江苏1例，山东1例）。无新增死亡病例。无新增疑似病例。","本土病例1500例（上海1189例，吉林233例，广东22例，海南14例，浙江12例，福建7例，江苏4例，山东3例，河南3例，黑龙江2例，湖南2例，陕西2例，天津1例，河北1例，辽宁1例，安徽1例，江西1例，湖北1例，云南1例），含152例由无症状感染者转为确诊病例（吉林97例，上海23例，海南13例，广东9例，浙江6例，福建2例，江苏1例，山东1例）。无新增死亡病例。无新增疑似病例。","4月12日",1513,13,1500,1189,22,14,12,7
